condition,ex2_order,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,ex2_allomorph,item,first,second
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_70,2.0,Februar,2.71875,-0.71875,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_79,1.0,Oktober,2.25,-1.25,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_83,6.0,Oktober,2.09375,3.90625,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_84,5.0,Februar,3.96875,1.03125,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_85,2.0,Februar,4.0,-2.0,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_86,4.0,Februar,4.0,0.0,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_88,2.0,Februar,2.09375,-0.09375,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_94,2.0,Oktober,2.90625,-0.90625,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_97,7.0,Oktober,3.09375,3.90625,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_105,6.0,Februar,3.75,2.25,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_110,1.0,Februar,1.78125,-0.78125,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_117,7.0,Oktober,2.25,4.75,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_122,2.0,Oktober,2.625,-0.625,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_124,3.0,Oktober,2.78125,0.21875,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_132,1.0,Februar,1.9375,-0.9375,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_133,6.0,Februar,4.15625,1.84375,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_137,4.0,Oktober,1.9375,2.0625,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_143,2.0,Februar,2.1875,-0.1875,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_145,6.0,Februar,4.15625,1.84375,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_155,5.0,Februar,3.21875,1.78125,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_158,3.0,Oktober,1.90625,1.09375,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_167,4.0,Februar,3.8125,0.1875,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_168,6.0,Februar,4.03125,1.96875,complex,NaN,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_4,3.0,Februar,3.65625,-0.65625,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_6,3.0,Februar,3.03125,-0.03125,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_11,3.0,Februar,4.71875,-1.71875,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_13,1.0,Februar,2.35483871,-1.3548387100000001,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_21,2.0,Februar,3.8125,-1.8125,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_22,1.0,Februar,2.71875,-1.71875,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_30,2.0,Februar,3.0625,-1.0625,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_57,3.0,Februar,3.59375,-0.59375,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_62,5.0,Februar,3.875,1.125,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_70,1.0,Februar,2.71875,-1.71875,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_84,3.0,Februar,3.96875,-0.96875,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_85,2.0,Februar,4.0,-2.0,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_86,3.0,Februar,4.0,-1.0,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_88,1.0,Februar,2.09375,-1.09375,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_105,3.0,Februar,3.75,-0.75,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_110,1.0,Februar,1.78125,-0.78125,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_132,1.0,Februar,1.9375,-0.9375,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_133,5.0,Februar,4.15625,0.84375,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_143,1.0,Februar,2.1875,-1.1875,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_145,7.0,Februar,4.15625,2.84375,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_155,1.0,Februar,3.21875,-2.21875,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_167,2.0,Februar,3.8125,-1.8125,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5.8,NaN,NaN,Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,participant_168,2.0,Februar,4.03125,-2.03125,complex,no umlaut,NaN,"Auf der Autobahn war ein schlimmer Unfall.
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.",entsetz,sonderlich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_4,2.0,Februar,3.65625,-1.65625,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_5,4.0,Oktober,4.0625,-0.0625,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_6,2.0,Februar,3.03125,-1.03125,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_9,7.0,Oktober,4.09375,2.90625,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_11,6.0,Februar,4.71875,1.28125,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_13,3.0,Februar,2.35483871,0.6451612899999999,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_18,2.0,Oktober,3.3125,-1.3125,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_21,5.0,Februar,3.8125,1.1875,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_22,1.0,Februar,2.71875,-1.71875,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_25,1.0,Oktober,1.75,-0.75,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_30,2.0,Februar,3.0625,-1.0625,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_48,4.0,Oktober,4.53125,-0.53125,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_51,1.0,Oktober,1.96875,-0.96875,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_57,3.0,Februar,3.59375,-0.59375,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_58,2.0,Oktober,4.133333333,-2.1333333330000004,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_62,7.0,Februar,3.875,3.125,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_67,7.0,Oktober,4.0,3.0,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_70,2.0,Februar,2.71875,-0.71875,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_79,1.0,Oktober,2.25,-1.25,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_83,2.0,Oktober,2.09375,-0.09375,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_84,4.0,Februar,3.96875,0.03125,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_85,4.0,Februar,4.0,0.0,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_86,6.0,Februar,4.0,2.0,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_88,1.0,Februar,2.09375,-1.09375,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_94,2.0,Oktober,2.90625,-0.90625,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_97,2.0,Oktober,3.09375,-1.09375,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_105,3.0,Februar,3.75,-0.75,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_110,1.0,Februar,1.78125,-0.78125,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_117,1.0,Oktober,2.25,-1.25,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_122,1.0,Oktober,2.625,-1.625,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_124,2.0,Oktober,2.78125,-0.78125,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_132,1.0,Februar,1.9375,-0.9375,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_133,2.0,Februar,4.15625,-2.15625,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_137,1.0,Oktober,1.9375,-0.9375,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_143,2.0,Februar,2.1875,-0.1875,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_145,2.0,Februar,4.15625,-2.15625,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_155,2.0,Februar,3.21875,-1.21875,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_158,2.0,Oktober,1.90625,0.09375,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_167,3.0,Februar,3.8125,-0.8125,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
L 5'.1,NaN,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,participant_168,3.0,Februar,4.03125,-1.03125,complex,no umlaut,NaN,Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,bedroh,erfreulich
Mis 6.2,NaN,NaN,Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,participant_4,4.0,Februar,3.65625,0.34375,complex,NaN,mismatch,"Irgendwann möchte jedes Kind ein eigenes Zimmer.
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.",Geborgen,Unabhängigkeit
Mis 6.2,NaN,NaN,Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,participant_5,6.0,Oktober,4.0625,1.9375,complex,NaN,mismatch,"Irgendwann möchte jedes Kind ein eigenes Zimmer.
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.",Geborgen,Unabhängigkeit
Mis 6.2,NaN,NaN,Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,participant_6,5.0,Februar,3.03125,1.96875,complex,NaN,mismatch,"Irgendwann möchte jedes Kind ein eigenes Zimmer.
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.",Geborgen,Unabhängigkeit
Mis 6.2,NaN,NaN,Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,participant_9,4.0,Oktober,4.09375,-0.09375,complex,NaN,mismatch,"Irgendwann möchte jedes Kind ein eigenes Zimmer.
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.",Geborgen,Unabhängigkeit
Mis 6.2,NaN,NaN,Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,participant_11,3.0,Februar,4.71875,-1.71875,complex,NaN,mismatch,"Irgendwann möchte jedes Kind ein eigenes Zimmer.
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.",Geborgen,Unabhängigkeit
Mis 6.2,NaN,NaN,Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,participant_13,1.0,Februar,2.35483871,-1.3548387100000001,complex,NaN,mismatch,"Irgendwann möchte jedes Kind ein eigenes Zimmer.
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.",Geborgen,Unabhängigkeit
Mis 6.2,NaN,NaN,Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,participant_18,4.0,Oktober,3.3125,0.6875,complex,NaN,mismatch,"Irgendwann möchte jedes Kind ein eigenes Zimmer.
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.",Geborgen,Unabhängigkeit
Mis 6.2,NaN,NaN,Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,participant_21,5.0,Februar,3.8125,1.1875,complex,NaN,mismatch,"Irgendwann möchte jedes Kind ein eigenes Zimmer.
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.",Geborgen,Unabhängigkeit
