condition,ex2_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex2_allomorph,item,first,second
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_13,3.0,Februar,2.35483871,0.6451612899999999,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_21,6.0,Februar,3.8125,2.1875,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_22,4.0,Februar,2.71875,1.28125,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_30,5.0,Februar,3.0625,1.9375,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_57,5.0,Februar,3.59375,1.40625,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_62,6.0,Februar,3.875,2.125,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_70,4.0,Februar,2.71875,1.28125,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_84,3.0,Februar,3.96875,-0.96875,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_85,7.0,Februar,4.0,3.0,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_86,6.0,Februar,4.0,2.0,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_88,5.0,Februar,2.09375,2.90625,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_105,6.0,Februar,3.75,2.25,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_110,2.0,Februar,1.78125,0.21875,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_132,2.0,Februar,1.9375,0.0625,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_133,4.0,Februar,4.15625,-0.15625,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_143,4.0,Februar,2.1875,1.8125,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_145,3.0,Februar,4.15625,-1.15625,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_155,7.0,Februar,3.21875,3.78125,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_167,6.0,Februar,3.8125,2.1875,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4.6,NaN,Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,participant_168,3.0,Februar,4.03125,-1.03125,complex,heit,"Der Kandidat hat im Vorstellungsgespräch anzügliche Kommentare gemacht.
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.",Lüstern,Verderbtheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_4,3.0,Februar,3.65625,-0.65625,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_6,6.0,Februar,3.03125,2.96875,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_11,7.0,Februar,4.71875,2.28125,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_13,2.0,Februar,2.35483871,-0.3548387100000001,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_21,5.0,Februar,3.8125,1.1875,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_22,4.0,Februar,2.71875,1.28125,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_30,4.0,Februar,3.0625,0.9375,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_57,5.0,Februar,3.59375,1.40625,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_62,6.0,Februar,3.875,2.125,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_70,4.0,Februar,2.71875,1.28125,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_84,5.0,Februar,3.96875,1.03125,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_85,6.0,Februar,4.0,2.0,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_86,6.0,Februar,4.0,2.0,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_88,5.0,Februar,2.09375,2.90625,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_105,4.0,Februar,3.75,0.25,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_110,3.0,Februar,1.78125,1.21875,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_132,2.0,Februar,1.9375,0.0625,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_133,6.0,Februar,4.15625,1.84375,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_143,4.0,Februar,2.1875,1.8125,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_145,5.0,Februar,4.15625,0.84375,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_155,6.0,Februar,3.21875,2.78125,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_167,7.0,Februar,3.8125,3.1875,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
H 4'.7,NaN,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,participant_168,1.0,Februar,4.03125,-3.03125,complex,heit,Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,Rechtschaffen,Besonnenheit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_4,4.0,Februar,3.65625,0.34375,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_6,2.0,Februar,3.03125,-1.03125,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_11,5.0,Februar,4.71875,0.28125,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_13,3.0,Februar,2.35483871,0.6451612899999999,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_21,5.0,Februar,3.8125,1.1875,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_22,5.0,Februar,2.71875,2.28125,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_30,6.0,Februar,3.0625,2.9375,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_57,6.0,Februar,3.59375,2.40625,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_62,3.0,Februar,3.875,-0.875,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_70,5.0,Februar,2.71875,2.28125,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_84,5.0,Februar,3.96875,1.03125,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_85,3.0,Februar,4.0,-1.0,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_86,7.0,Februar,4.0,3.0,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_88,1.0,Februar,2.09375,-1.09375,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_105,7.0,Februar,3.75,3.25,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_110,2.0,Februar,1.78125,0.21875,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_132,1.0,Februar,1.9375,-0.9375,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_133,7.0,Februar,4.15625,2.84375,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_143,5.0,Februar,2.1875,2.8125,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_145,6.0,Februar,4.15625,1.84375,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_155,6.0,Februar,3.21875,2.78125,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_167,5.0,Februar,3.8125,1.1875,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5.8,NaN,Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,participant_168,7.0,Februar,4.03125,2.96875,complex,keit,"Beim Konzert war die Stimmung so gut.
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.",Unsterblich,Unendlichkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_4,3.0,Februar,3.65625,-0.65625,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_5,6.0,Oktober,4.0625,1.9375,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_6,3.0,Februar,3.03125,-0.03125,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_9,6.0,Oktober,4.09375,1.90625,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_11,5.0,Februar,4.71875,0.28125,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_13,1.0,Februar,2.35483871,-1.3548387100000001,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_18,4.0,Oktober,3.3125,0.6875,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_21,3.0,Februar,3.8125,-0.8125,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_22,2.0,Februar,2.71875,-0.71875,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_25,1.0,Oktober,1.75,-0.75,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_30,3.0,Februar,3.0625,-0.0625,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_48,5.0,Oktober,4.53125,0.46875,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_51,2.0,Oktober,1.96875,0.03125,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_57,2.0,Februar,3.59375,-1.59375,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_58,1.0,Oktober,4.133333333,-3.1333333330000004,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_62,3.0,Februar,3.875,-0.875,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_67,6.0,Oktober,4.0,2.0,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_70,2.0,Februar,2.71875,-0.71875,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_79,1.0,Oktober,2.25,-1.25,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_83,6.0,Oktober,2.09375,3.90625,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_84,5.0,Februar,3.96875,1.03125,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_85,2.0,Februar,4.0,-2.0,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_86,4.0,Februar,4.0,0.0,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_88,2.0,Februar,2.09375,-0.09375,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_94,2.0,Oktober,2.90625,-0.90625,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_97,7.0,Oktober,3.09375,3.90625,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_105,6.0,Februar,3.75,2.25,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_110,1.0,Februar,1.78125,-0.78125,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_117,7.0,Oktober,2.25,4.75,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
K 5'.1,NaN,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,participant_122,2.0,Oktober,2.625,-0.625,complex,keit,Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,Unzurechnungsfähig,Fahrlässigkeit
